classification	db_link	observation_name	observation_sum	C001_GTACAG-K88MJ_L001	C002_CATAAC-K88MJ_L001	C003_CATACG-K88MJ_L001	C004_CTCTCG-K88MJ_L001	C005_TAATAT-K88MJ_L001	C006_TTCTTG-K88MJ_L001	C007_CGTACT-K88MJ_L001	C008_AATCAC-K88MJ_L001	C009_AGGAGG-K88MJ_L001	C010_TAACTT-K88MJ_L001	C011_GGAGGT-K88MJ_L001	C012_CCGACC-K88MJ_L001	C013_GCATGG-K88MJ_L001	C014_GGTAGC-K88MJ_L001	C015_CTGCAC-K88MJ_L001	C016_CTGTAA-K88MJ_L001	C017_TTTCCG-K88MJ_L001	C018_CAGAGC-K88MJ_L001	C019_GACTCG-K88MJ_L001	C020_TAGGCT-K88MJ_L001	C021_AATGGT-K88MJ_L001	C022_AAATTG-K88MJ_L001	C023_GTAACA-K88MJ_L001	C024_TGAGCA-K88MJ_L001	C025_GAGAGG-K88MJ_L001	C026_CCATTG-K88MJ_L001	C027_AGGATA-K88MJ_L001	C028_AATATG-K88MJ_L001	C029_TGCTCC-K88MJ_L001	C030_GCAAAT-K88MJ_L001	C031_CTAAAC-K88MJ_L001	C032_TTAGCT-K88MJ_L001	C033_CTTCGT-K88MJ_L001	C034_GATGTA-K88MJ_L001	C035_CCACGG-K88MJ_L001	C036_GTATGT-K88MJ_L001	C037_CGGTTA-K88MJ_L001	C038_CAGGCG-K88MJ_L001	C039_GTCCTA-K88MJ_L001	C040_ACGGTA-K88MJ_L001	C041_ACACCG-K88MJ_L001	C042-047_AGTATT-K88MJ_L001	C043_AGTTTG-K88MJ_L001	C044_TTAAAT-K88MJ_L001	C045_CAGATG-K88MJ_L001	C046_CACACT-K88MJ_L001	C047-042_AGCCCT-K88MJ_L001	C048_CGAGAA-K88MJ_L001	C049_CCGGGT-K88MJ_L001	C050_TAGCAG-K88MJ_L001	C051_ACATAT-K88MJ_L001	C052_TGCTGA-K88MJ_L001	C053_GAGCTT-K88MJ_L001	C055_TCTCGG-K88MJ_L001	C056_AGCGAC-K88MJ_L001	C057_GCCAAG-K88MJ_L001	C058_TTATAC-K88MJ_L001	C059_ATAGGC-K88MJ_L001	C060_AGGTTC-K88MJ_L001	C061_TTTTTC-K88MJ_L001	C062_GATTTC-K88MJ_L001	C063_CGACTC-K88MJ_L001	C064_GTCGTG-K88MJ_L001	C065_GCTATC-K88MJ_L001	C066_TATGCG-K88MJ_L001	C067_AGCCTG-K88MJ_L001	C068_CAACAG-K88MJ_L001	C069_TTTGTA-K88MJ_L001	C070_TCACAC-K88MJ_L001	C071_CTACAT-K88MJ_L001	C072_CGCCTA-K88MJ_L001	C073_GGGCGT-K88MJ_L001	C074_GGTGAA-K88MJ_L001	C075_TCAATC-K88MJ_L001	C076_TGGCCG-K88MJ_L001	C077_CGTCTG-K88MJ_L001	C078_ACTCAT-K88MJ_L001	C079_GATTAG-K88MJ_L001	C084_CAGTCT-K88MJ_L001	C086_AATTGC-K88MJ_L001	C087a_GCCAGC-K88MJ_L001	C088_ACTCGA-K88MJ_L001	C090_TCGCGC-K88MJ_L001	C091_ATAAGA-K88MJ_L001	C105_TGCCGC-K88MJ_L001	C119_GCCCTT-K88MJ_L001	C126_TAACCG-K88MJ_L001	C127_GTCATT-K88MJ_L001	C128_CAGGAC-K88MJ_L001	C129_TAAGAC-K88MJ_L001	C130_AGTTGA-K88MJ_L001	C131_GTTAGT-K88MJ_L001	C132_CCAGCC-K88MJ_L001	C133_AGCGGT-K88MJ_L001	C134_GCTCAA-K88MJ_L001	C135_TCCATT-K88MJ_L001	C136_ACCTCA-K88MJ_L001	C137_CCCGAG-K88MJ_L001	C138_GGTATA-K88MJ_L001	C139_GTGCTG-K88MJ_L001	C140_CCCTCC-K88MJ_L001	C141_GAGAAC-K88MJ_L001	C142_TGGTGT-K88MJ_L001	C153_AAACAA-K88MJ_L001	C154_TCCCCA-K88MJ_L001	C155_ACAGTT-K88MJ_L001	C156_TTGCCC-K88MJ_L001	C157_AACTAG-K88MJ_L001	C158_GTTCGC-K88MJ_L001	C159_AGGGAT-K88MJ_L001	C160_GCAATA-K88MJ_L001	C161_CAATTA-K88MJ_L001	C166_CAATGC-K88MJ_L001	C167_TGTTCG-K88MJ_L001	C168_CCAACA-K88MJ_L001	C169_CTACCG-K88MJ_L001	C170_CGTGAT-K88MJ_L001	C171_GCGGTT-K88MJ_L001	C172_ATTTTA-K88MJ_L001	C173_GTAGCC-K88MJ_L001	C174_CCGCTG-K88MJ_L001	C181_TATTTT-K88MJ_L001	C182_GGACCC-K88MJ_L001	C183_TCGTTC-K88MJ_L001	C184_GCGATG-K88MJ_L001	C185_ATATAA-K88MJ_L001	C191_ATACTG-K88MJ_L001	C192_GGAGAG-K88MJ_L001	C193_ACGAGA-K88MJ_L001	C194_ATTACA-K88MJ_L001	C195_TGATTT-K88MJ_L001	C196_GGGGTG-K88MJ_L001	C197_ACAAAA-K88MJ_L001	C202_CTCCAG-K88MJ_L001	C203_CGGGAG-K88MJ_L001	C204_GGTGTT-K88MJ_L001	C210_TGGTAG-K88MJ_L001	C211_AACCGA-K88MJ_L001	C212_GGCAAT-K88MJ_L001	C213_CCTTGA-K88MJ_L001	C214_GTTTCT-K88MJ_L001	C215_ACACGC-K88MJ_L001	C216_GTGGGG-K88MJ_L001	C217_CACCCA-K88MJ_L001	C218_TGCGGG-K88MJ_L001	C219_TCTATG-K88MJ_L001	C220_GGACGG-K88MJ_L001	C221_ATACAC-K88MJ_L001	C222_TGCGTC-K88MJ_L001	C223_GCTGCC-K88MJ_L001	C224_TCCTGC-K88MJ_L001	C225_GTTACC-K88MJ_L001	C226_TGCCTT-K88MJ_L001	C230_CCTGTC-K88MJ_L001	C231_GGGTAA-K88MJ_L001	C232_CGAAAT-K88MJ_L001	C233_AGAGGG-K88MJ_L001	C234_ATGAAC-K88MJ_L001	C235a_TACCTG-K88MJ_L001	C235b_CTAGAG-K88MJ_L001	C236_GAGATA-K88MJ_L001	C237_ATGCTT-K88MJ_L001	C238_GCATAC-K88MJ_L001	C239_CCCAAA-K88MJ_L001	C240_GATGCT-K88MJ_L001	C241_CTACGC-K88MJ_L001	C242_CTCTAC-K88MJ_L001	C243_ACCGTG-K88MJ_L001	C246a_ACTACT-K88MJ_L001	C246b_CCTCTT-K88MJ_L001	C246c_GTAGAA-K88MJ_L001	C247_TGGGTA-K88MJ_L001	C248_CTGAGG-K88MJ_L001	C249_TCATCA-K88MJ_L001	C250_CTTGCA-K88MJ_L001	C251_CATGTT-K88MJ_L001	C255_TGGATT-K88MJ_L001	C256a_AACGCA-K88MJ_L001	C256b_TTCGAG-K88MJ_L001	C257_AAGCTA-K88MJ_L001	C259_GCTCCT-K88MJ_L001	C260_TCGTAT-K88MJ_L001	C261_TACACC-K88MJ_L001	C262_CGATCG-K88MJ_L001	C263_CGATGA-K88MJ_L001	C264_ATCACC-K88MJ_L001	C265_TGAAAC-K88MJ_L001	C266_CTGTGC-K88MJ_L001	VJ-C080_AGTTTG-KDPP4_L001	VJ-C081_TCCCCA-KDPP4_L001	VJ-C082_AACTAG-KDPP4_L001	VJ-C083_GTTCGC-KDPP4_L001	VJ-C087b_TGCCTT-KDPP4_L001	VJ-C089_ATAAGA-KDPP4_L001	VJ-C092_CACACT-KDPP4_L001	VJ-C093_AGAGGG-KDPP4_L001	VJ-C094_ATGAAC-KDPP4_L001	VJ-C095_TACCTG-KDPP4_L001	VJ-C096_CTAGAG-KDPP4_L001	VJ-C097_GAGATA-KDPP4_L001	VJ-C098_ATGCTT-KDPP4_L001	VJ-C099_GCATAC-KDPP4_L001	VJ-C100_CCCAAA-KDPP4_L001	VJ-C101_GATGCT-KDPP4_L001	VJ-C102_CTACGC-KDPP4_L001	VJ-C104_CTCTAC-KDPP4_L001	VJ-C106_ACCGTG-KDPP4_L001	VJ-C107_ACTACT-KDPP4_L001	VJ-C112_CCTCTT-KDPP4_L001	VJ-C113_GTAGAA-KDPP4_L001	VJ-C114_TGGGTA-KDPP4_L001	VJ-C116_CTGAGG-KDPP4_L001	VJ-C117_TCATCA-KDPP4_L001	VJ-C118_CTTGCA-KDPP4_L001	VJ-C120_CATGTT-KDPP4_L001	VJ-C121_TGGATT-KDPP4_L001	VJ-C122_AACGCA-KDPP4_L001	VJ-C124_TTCGAG-KDPP4_L001	VJ-C125_AAGCTA-KDPP4_L001
Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis;Glycolysis / Gluconeogenesis	https://www.genome.jp/entry/ko00010	ko00010	3417813.2120000003	14107.200499999997	24249.05375	18655.1405	9617.336750000002	22747.26325	12481.65925	23032.762250000007	12862.134000000002	9150.759	20394.758750000005	19531.49975	12058.849500000002	9904.317249999998	15128.301250000004	16679.725500000004	13130.794499999998	23864.55250000001	11701.996500000005	20331.218749999996	11433.662249999998	19353.367500000004	17561.79450000001	18972.85325	13359.360250000003	17539.11125000001	18120.916250000006	13049.016999999998	14077.672999999999	13221.473999999998	26582.2365	19768.000250000005	17407.34625000001	15578.40025	19876.474000000006	17040.58950000001	15094.133500000002	22003.560750000004	9868.9875	16045.878500000006	8254.60425	11095.238000000001	9066.477249999998	10750.336749999999	19610.900999999998	19278.98775	18755.504500000003	24268.30000000001	18422.972500000007	26400.746000000006	13062.299000000006	16221.329499999998	19434.513500000005	12174.923750000002	11337.10075	9223.421999999999	10505.261000000002	27854.36025000001	17857.563000000002	20591.124000000007	18058.623250000004	26417.933999999997	29916.97325	15224.478	18494.246500000005	10784.525000000001	15257.2535	13997.082	25555.718749999993	23767.282249999997	9700.625750000001	10098.910750000001	15218.100000000002	16630.09575	16957.525499999996	16891.179250000005	18838.383500000004	22644.947999999997	12141.569749999999	25007.045000000006	20690.530000000002	19185.829000000005	12861.883500000002	19118.75475	17716.20275	26009.952500000007	20637.580500000004	11618.137000000002	11694.310000000001	13001.32275	16385.889250000007	18245.305000000004	17483.136750000005	20410.817250000004	18288.458999999995	18110.861000000004	11164.3415	20477.863749999997	10170.169249999999	13225.855250000002	11505.62	20162.39650000001	17011.525	18485.350499999997	15910.574000000002	20987.347250000003	15151.234750000003	20803.128000000004	6358.6762499999995	11965.213000000002	10488.402250000003	11835.86200000001	23752.860749999996	19841.594999999998	18385.008	23204.921750000005	19741.460249999996	16105.724750000005	21466.482000000004	14367.629250000002	8805.783500000003	14494.207250000001	25633.172250000003	21281.775250000006	13716.401749999999	15972.619500000006	20071.18700000001	18237.969250000002	17258.39925	16553.09825000001	26674.05600000001	16676.828750000004	16707.73850000001	18157.41350000001	21169.065000000017	17564.097750000015	22384.849000000002	16796.82725000001	22831.907250000007	19355.157750000006	13245.86275	14998.588500000002	16994.421000000002	16467.247500000005	20403.344250000002	12455.898500000001	28096.625750000014	21171.52025	10606.418999999998	21168.781250000007	19213.100500000008	14587.245750000002	20580.474500000008	17633.93225000001	23677.261000000006	15945.899500000009	18027.58050000001	11049.984	13041.796750000005	8945.047499999999	11305.750000000004	13992.83700000001	15254.560000000012	13329.8805	29013.412500000013	18558.819750000002	14201.371250000002	17216.149500000003	8564.12925	16148.949000000004	15599.757250000006	14973.074749999996	31689.998249999997	15201.082499999999	14518.31875000001	11734.9955	23641.71800000001	15128.359500000006	15976.429000000013	18645.203500000007	19622.345500000007	24178.56675000001	8684.378499999999	18877.74025000001	10896.577000000001	15251.103500000012	13942.397000000008	19816.833249999996	17531.966250000005	6998.986999999999	7269.479000000001	6507.543	5468.9495	8281.285000000002	8787.29425	8697.249	5445.382749999997	6777.199499999997	8001.25975	8670.01025	7098.14675	8503.908750000002	5835.6765	7979.92	7133.915999999999	7721.201250000001	7359.7185	6899.149999999999	7039.429499999997	10463.14925	5630.9135	7496.39175	8693.24175	8068.3985	5147.655499999999	7367.92325	6162.163499999999	7585.421250000001	619.875	6571.2474999999995
Metabolism;Carbohydrate metabolism;Citrate cycle (TCA cycle);Citrate cycle (TCA cycle)	https://www.genome.jp/entry/ko00020	ko00020	3930209.7496296302	17248.102962962963	29296.143703703703	23355.14185185186	11574.731851851855	27249.649259259255	14508.02037037037	23519.968148148157	16433.64740740741	10935.846666666666	23595.508518518523	21546.593333333334	14057.286666666672	11918.003333333334	18594.993703703705	19005.06037037037	16760.11925925926	25592.94222222224	14381.022222222226	22961.5437037037	14583.06259259259	23574.611851851852	21849.56333333335	21070.94703703704	15816.765555555558	21494.487407407414	22642.100370370372	14568.657777777777	14609.092962962959	16161.77148148148	31130.43740740742	22124.257037037045	21288.652962962962	18409.164074074073	22557.880370370374	19239.227777777793	16020.09222222223	23787.58074074074	10958.785925925922	18401.46444444445	9991.49074074074	12277.135925925926	11122.31259259259	12916.441481481479	24909.954814814817	24408.804814814823	22327.651481481484	29929.39740740743	23625.307777777787	32576.810000000012	17314.23444444446	20829.5862962963	23961.208888888894	15503.155185185185	14167.865555555556	11841.224074074074	12908.343333333334	28214.930000000004	18819.250370370373	23726.668888888897	18166.060000000005	33624.35999999999	35698.74592592592	18468.54037037037	23207.730740740746	12819.973333333335	17704.29	17784.072222222225	31984.04925925924	30550.04888888889	12647.053333333331	11653.410740740741	16436.017777777786	16319.860000000002	18429.808518518512	18506.138148148155	19399.18814814815	27950.75962962964	15293.939629629629	28053.23555555556	25354.077037037045	24802.67555555556	15572.895185185187	20450.17703703704	21267.703333333342	30735.777037037045	22411.007037037045	14076.46481481482	14879.604074074075	16141.834814814816	16745.548888888898	23095.898518518523	21476.948888888903	24483.546666666665	21894.8574074074	21697.81851851852	13215.645925925926	25737.62074074073	12597.508518518518	16283.768518518516	13435.1	22080.87814814816	17188.11111111111	19171.855185185188	18203.257777777777	22316.94407407408	16873.951481481487	21538.095185185197	7934.557407407408	14692.800000000001	11896.537037037038	12363.247037037043	26113.928888888884	24395.70185185185	22625.05518518519	28217.177037037047	25035.21222222221	18740.446666666674	24292.722222222226	17157.898148148153	11218.015555555558	17314.569259259264	28444.509259259266	25859.15185185186	16668.382962962965	20191.950000000008	22078.64629629631	18147.503703703704	18675.354444444445	15994.512962962968	30572.275555555578	18654.118148148154	18662.90592592594	20500.170000000013	22910.23370370372	17653.154814814832	24537.766296296297	20789.3651851852	28661.527037037045	23226.26111111112	15507.015555555558	18592.377777777772	20090.367777777785	19166.588518518525	25165.14592592593	12695.82814814815	31713.508888888904	21236.38296296296	10790.929259259257	23800.328148148154	20231.451111111117	17624.557777777783	22929.453333333342	17296.706666666676	26788.398148148157	17118.430370370374	18893.212962962978	13331.598888888888	13912.677777777779	9074.39074074074	13804.211111111113	14802.091111111127	15815.535925925931	13837.081851851852	30065.29259259261	19773.722222222226	14822.468148148151	18950.791851851853	8895.674444444443	17903.85481481482	18477.045555555564	17605.01148148148	31435.591481481493	17361.686666666665	15318.134814814823	13549.36888888889	26632.46185185186	15956.746296296307	16818.500740740754	21947.232222222236	20383.565185185198	25631.57148148149	9990.662222222223	22895.94703703706	13155.493333333336	15966.557777777796	14327.220740740757	19851.523703703704	19933.298148148155	8067.524074074073	8048.437037037035	7894.43111111111	6530.365185185185	10536.878888888888	10531.885185185187	9308.368148148147	6332.52185185185	8242.440370370368	8623.422592592591	9901.345185185184	7418.25148148148	9022.11074074074	6812.501111111113	8716.345185185184	8502.07148148148	8645.204074074074	8397.667777777775	8061.931481481482	8330.971481481478	12932.802592592594	6922.448148148147	8861.842962962966	9870.165185185184	7987.800740740741	5820.403703703702	8122.902592592593	6731.124074074074	8341.222222222223	0.0	7979.454074074072
Metabolism;Carbohydrate metabolism;Pentose phosphate pathway;Pentose phosphate pathway	https://www.genome.jp/entry/ko00030	ko00030	4531652.080000002	19081.01636363636	31839.75272727273	25071.713636363645	12780.545000000006	29549.201363636366	16466.50545454546	31278.60363636365	16212.112272727274	11794.91	26788.853181818187	26676.859090909096	15831.589090909094	12849.427727272729	19621.72136363637	21971.925909090907	16466.48318181818	31966.84136363638	15336.29772727273	26795.336818181815	14475.38454545454	25167.31045454546	22548.62181818183	25742.868181818187	17632.580454545456	22951.741818181832	23099.806818181827	17114.23181818182	19034.807272727263	17822.432272727274	35830.40954545455	26383.666818181824	22696.79181818182	20401.675454545453	26325.448636363646	22628.14727272729	20247.075000000008	29759.271818181824	13004.840909090906	21151.66000000001	10930.371363636363	14653.678636363637	11758.78227272727	13519.877727272727	25287.531818181815	24452.001818181827	24526.00045454546	31356.68954545456	24107.10363636365	34692.639090909106	16310.772727272735	20783.66772727273	25342.814090909098	16026.902727272733	14358.911363636364	11741.639090909091	13914.873636363634	37628.98727272728	24952.134545454555	27414.630454545466	24821.58363636364	33501.18363636364	38442.566363636375	20031.480454545454	22313.94590909091	13349.942272727272	18645.53000000001	17944.508181818182	34024.10136363635	30717.41181818182	12688.46590909091	13515.747272727273	20579.140000000007	22844.325000000004	22941.071363636365	22636.98272727274	25553.370909090914	28459.92545454546	15838.292272727274	33430.95318181819	26948.833636363644	24597.70636363637	17474.450000000004	26009.34954545455	24464.76000000001	32973.10045454546	27318.927272727284	14873.710909090909	14961.280909090914	16823.796818181814	22019.465909090915	23614.385000000006	22778.120909090918	27202.46045454546	24714.978181818184	23730.78545454546	14583.37590909091	26939.022272727274	13228.254090909091	17414.906818181822	15421.03	26444.663181818196	22667.171363636364	24103.34363636364	21432.63954545455	27680.353181818184	20123.073636363642	27681.846818181824	8039.674545454546	15860.350000000004	13788.143181818183	15905.04318181819	30686.20499999999	26386.369545454552	24648.683636363643	29954.97090909092	25793.040909090898	21850.332727272737	29600.935909090913	18362.845454545455	11603.63318181818	19023.375000000004	34843.38409090911	27597.66500000001	17768.11954545454	20575.501818181827	27158.183636363643	24870.27909090909	22854.559090909097	22787.74272727274	34829.57227272729	22129.931363636377	22115.665454545477	23922.616818181832	28163.611363636388	23987.461818181848	29345.505909090916	21720.34772727274	28867.33590909092	25638.745454545457	17252.351363636364	19276.171363636364	21699.115000000005	22224.803181818188	26146.506363636363	17168.76454545455	36008.1472727273	28919.7990909091	14320.081363636362	28112.831363636364	26863.91590909092	20205.412272727277	27484.571363636376	24479.830454545467	31080.37681818183	21504.240454545463	24649.511363636386	14357.471363636367	17635.560000000005	12377.555	14504.728181818182	19098.409545454568	21051.405000000017	18247.992272727275	40152.16590909094	25914.186363636378	19748.773636363643	22854.907272727276	11411.71	22097.50545454546	21416.4590909091	19366.130000000005	44217.383181818186	20195.429545454546	19836.32818181819	16340.024545454547	32665.03090909092	20510.035909090915	21986.365000000023	24103.578181818197	26695.237272727292	32410.059090909104	11349.837727272725	24860.352727272748	14188.827727272726	20624.09045454548	18899.099545454563	27412.63500000001	22926.38045454546	9326.448181818183	9861.867272727271	8983.222727272725	7335.1554545454555	10658.041818181819	11468.965454545456	11819.218636363636	7158.022272727269	8839.574999999995	11331.300909090909	11576.336818181817	10355.151363636362	11593.894545454548	7938.735000000001	10856.825909090909	9856.072272727271	10434.130909090909	9769.061363636363	9189.920909090906	9423.394545454543	13694.729090909093	7586.067727272727	9935.24090909091	12567.83681818182	11175.960000000005	6932.4299999999985	9783.863636363636	8146.1395454545445	10120.521818181818	861.3181818181819	8875.915909090907
Metabolism;Carbohydrate metabolism;Pentose and glucuronate interconversions;Pentose and glucuronate interconversions	https://www.genome.jp/entry/ko00040	ko00040	1905061.8907692307	9711.18076923077	14987.848846153847	13022.630769230773	5582.004230769231	14627.609999999999	6380.717692307692	8503.892692307694	8185.338461538461	5926.771153846153	10739.945384615388	11295.27923076923	7531.598461538462	5516.4773076923075	9669.45730769231	7739.863846153847	8171.209230769232	9535.731923076926	6603.709230769232	9015.512692307693	6771.502692307691	10895.226153846153	10497.229230769233	10767.045000000002	8787.360000000002	11036.792307692309	11619.803846153849	6643.7242307692295	5031.165384615383	9533.754230769231	17778.677692307698	9243.767692307692	10668.861538461539	9341.789999999999	11000.835000000001	9872.922307692312	7526.004230769233	11548.331923076925	4855.388461538461	8885.52384615385	5905.918076923075	5260.106923076923	5212.0138461538445	7028.895	13710.124615384613	11856.673076923076	10469.458461538461	14291.25538461539	12423.876923076927	14715.170769230772	7901.450000000003	10039.535000000002	12825.263461538465	8153.872692307692	6397.35	5399.776153846154	6846.033846153847	9584.50153846154	9617.85076923077	10636.273846153848	7608.594615384616	14028.938076923077	14574.747307692305	10243.352692307692	11352.393076923081	5372.25	7756.008846153848	9466.242692307695	19072.05769230769	15990.838846153849	6984.496538461537	5513.076538461538	7112.966153846155	5593.114230769231	8045.837307692306	8569.578846153847	7912.4349999999995	15384.248461538462	8116.181538461538	13230.80230769231	12158.458076923076	12501.327307692309	9183.035	9430.27	13728.728846153848	14686.900769230771	9372.874230769232	7215.685769230771	7927.53153846154	8467.554615384615	6339.273461538463	11125.770000000002	10674.981153846156	13071.695000000003	12028.678846153845	11299.531923076926	7172.2219230769215	14290.997692307694	6472.221538461539	8956.519230769232	7975.0265384615395	9334.947692307695	6818.036538461539	7058.698076923078	10511.393461538462	9641.576538461539	9057.524615384618	8089.683846153847	3902.6050000000005	7095.431538461539	5165.0215384615385	5103.461923076926	11359.89269230769	13485.015384615386	13468.531923076926	14501.83961538462	13169.034230769226	9903.901923076925	13591.023461538462	8506.35807692308	5579.566153846153	7786.578846153849	16106.051153846156	13045.01384615385	9734.59653846154	9269.524615384616	9957.687692307694	6317.635384615385	8145.940384615384	5489.743846153847	13560.461923076928	7985.518461538464	7982.688846153851	8883.418461538464	9251.026538461543	6790.600000000006	9861.244230769233	9286.525384615388	13893.640000000003	13247.46076923077	7577.9376923076925	9907.796153846151	8971.948076923078	10645.166153846156	11272.021923076922	5719.077307692308	12929.87961538462	8257.096923076922	4677.285384615384	12115.326923076927	11453.182692307695	10104.316923076927	10839.463461538464	6879.647692307695	12664.005769230773	8139.073846153848	9006.36461538462	6558.630384615385	6516.4861538461555	4183.863846153847	6593.691153846155	7091.778461538468	7678.127692307696	6526.618846153847	15372.53384615385	11159.102692307693	7760.260769230771	8236.456923076923	3569.6399999999994	10036.599615384617	10477.696538461543	9439.94576923077	13148.090769230768	8240.375384615383	6793.427307692309	7924.788846153847	13912.311153846154	7790.801923076924	7920.539615384621	8878.387692307695	9075.972307692313	11439.590384615385	4390.95423076923	12231.286153846162	5546.253076923078	6807.440769230776	5067.287307692312	8794.524230769232	8305.102307692308	4216.160384615385	4355.879230769231	4976.279615384616	2867.5730769230768	5450.854230769231	5335.8961538461535	3982.9323076923083	3403.60923076923	4122.967692307692	5257.075769230769	5688.233076923076	5078.059999999999	4181.906538461538	3357.7103846153846	4602.277692307692	5077.813461538461	4439.75	3708.065	4986.7288461538465	4624.616538461537	7713.259615384613	3730.3023076923073	4724.835384615385	7609.684230769231	3333.8530769230774	3099.8707692307685	3702.9615384615386	2919.819615384615	4130.91	150.46153846153845	4329.155384615384
Metabolism;Carbohydrate metabolism;Fructose and mannose metabolism;Fructose and mannose metabolism	https://www.genome.jp/entry/ko00051	ko00051	1873833.294242425	7976.257575757576	13014.41303030303	10432.98787878788	5219.419696969697	12162.881212121214	6530.917575757576	12674.847575757582	6993.484545454546	4854.271818181819	10705.45272727273	10818.91878787879	6802.593636363636	5215.526666666667	8018.967878787877	8783.962727272728	6958.500909090909	12763.223636363642	6469.042121212122	10913.208181818181	6050.984545454544	10452.976969696969	9537.698181818185	10497.90575757576	7582.272727272727	9567.480303030305	9910.014545454547	7036.496969696969	7605.010303030301	7529.761515151517	14169.181818181823	10540.45696969697	9537.16393939394	8400.78696969697	10764.12787878788	9330.772121212125	8382.822424242428	12013.64787878788	5489.494848484847	9071.43181818182	4609.8424242424235	6124.068484848483	4895.2060606060595	6225.150909090909	10701.257272727273	10690.80787878788	10302.694848484849	13163.109696969703	10136.810303030306	14121.687575757582	6764.929393939396	8425.12303030303	10894.32696969697	6896.1703030303015	5931.291515151515	4818.439696969696	5674.788787878788	14989.3093939394	9924.794848484853	10991.175151515154	9835.558484848487	14195.374848484847	16299.404242424245	8339.819999999998	9861.399393939395	5657.652727272726	8121.925454545458	8146.173030303029	15406.011212121211	13762.976666666666	5814.362727272726	5623.792424242424	8263.768787878787	9085.158787878787	9091.019999999999	9252.639696969698	10322.600909090914	12240.769696969699	7078.124848484847	13415.41060606061	11095.84272727273	10022.404848484848	7326.652727272727	10428.549393939396	9650.063030303028	13950.282121212123	11246.524848484854	6507.103333333334	6292.440303030303	6887.358484848485	8910.147575757579	9933.84484848485	9356.991515151516	11065.424545454547	10078.483939393938	10181.167272727273	6116.513636363637	11066.989393939395	5377.041212121212	7314.669696969696	6290.005757575757	11054.303333333337	9635.927575757576	9954.749696969697	8629.993939393938	11259.784545454548	8649.79393939394	11341.182121212123	3433.866363636364	6448.56393939394	5826.568484848485	6490.1890909090935	12897.50939393939	11415.288484848485	10074.099696969699	13634.294242424245	11093.456666666665	9040.654545454548	11708.519696969697	7873.717878787879	4996.318484848485	7883.205454545457	13939.149696969698	11964.272727272728	7576.820909090908	8513.357272727273	11069.012121212123	9996.062424242426	9447.94787878788	9047.735151515155	14872.79636363637	9138.069090909095	9119.044848484855	9791.236060606065	11642.897272727281	9677.199696969708	12158.52363636364	8829.11878787879	12289.703939393945	10802.290606060607	7434.56393939394	8302.774545454544	9347.19	9165.911212121213	10991.309090909092	6910.207575757577	15339.41454545455	11602.531818181818	5739.884848484849	11218.285757575759	10782.071515151518	8316.93424242424	11350.631212121214	9814.211212121216	12925.360606060609	9045.880303030304	10216.615454545461	6026.666969696969	7229.425454545456	4962.878787878788	6125.445454545455	7797.223636363641	8662.96878787879	7442.169696969699	16327.330909090917	10466.948181818187	7978.901515151517	9459.447575757576	4749.983636363636	9060.09484848485	8660.130606060608	8029.6672727272735	17377.196363636365	8317.56727272727	7914.606666666669	6407.561818181817	13047.857575757578	8716.43575757576	8883.635757575767	9861.051212121214	10793.726666666673	13547.649393939397	4751.42303030303	10386.097272727278	5711.001818181817	8437.69818181819	7605.849090909099	10901.455151515152	9296.658181818182	3809.4169696969693	3933.931818181818	3671.7239393939385	2934.8109090909093	4365.5739393939375	4785.530606060605	4679.443636363636	3079.2778787878774	3715.091212121211	4452.511515151515	4749.685151515152	4054.5642424242424	4873.950606060607	3132.338787878788	4472.193636363636	3989.9078787878775	4186.569393939394	4095.3606060606057	3714.426666666667	3919.977272727272	5633.5296969696965	2980.95303030303	4113.576060606061	4869.944242424243	4474.462121212121	2846.763939393939	4075.0921212121207	3440.3415151515146	4218.225454545454	337.0	3596.563939393939
